queue_length,doctors_available,avg_consult_time,emergency_cases,department,time_of_day,weekday,patient_priority,consultation_complexity,is_peak_hour,load_ratio,emergency_ratio,actual_wait_time
5,3,19.04,1,Psychiatry,afternoon,Saturday,normal,routine,0,1.67,0.2,36.75
33,4,15.5,1,Gynecology,morning,Thursday,normal,routine,1,8.25,0.03,159.1
21,4,20.04,1,Cardiology,night,Monday,normal,moderate,0,5.25,0.048,123.39
23,2,18.1,0,Neurology,evening,Monday,urgent,routine,0,11.5,0.0,169.14
17,2,14.72,0,Gynecology,evening,Tuesday,urgent,moderate,0,8.5,0.0,95.44
10,5,12.84,1,Gynecology,morning,Saturday,normal,routine,0,2.0,0.1,33.35
26,4,13.24,0,Gynecology,morning,Tuesday,normal,routine,1,6.5,0.0,110.4
11,1,8.63,1,General Medicine,evening,Thursday,normal,routine,0,11.0,0.091,92.52
34,3,11.82,0,Neurology,morning,Thursday,normal,routine,1,11.33,0.0,182.53
9,2,13.28,0,Cardiology,afternoon,Friday,normal,routine,1,4.5,0.0,74.98
7,1,26.68,1,Cardiology,afternoon,Sunday,normal,complex,0,7.0,0.143,210.84
12,5,8.27,0,Dermatology,afternoon,Monday,urgent,routine,1,2.4,0.0,21.66
19,1,18.29,0,Emergency,evening,Thursday,urgent,moderate,0,19.0,0.0,382.14
8,1,15.45,1,Neurology,night,Saturday,normal,routine,0,8.0,0.125,140.61
2,2,18.84,0,Gynecology,evening,Saturday,normal,complex,0,1.0,0.0,17.81
20,4,11.63,0,Emergency,evening,Thursday,normal,routine,0,5.0,0.0,61.2
24,5,20.42,0,Orthopedics,evening,Wednesday,normal,moderate,0,4.8,0.0,80.7
29,4,5.0,0,Dermatology,evening,Friday,normal,routine,0,7.25,0.0,31.58
10,4,11.91,0,Ophthalmology,night,Friday,normal,moderate,0,2.5,0.0,32.31
16,3,18.18,0,Psychiatry,morning,Tuesday,normal,routine,1,5.33,0.0,133.02
15,1,7.16,1,Ophthalmology,afternoon,Sunday,normal,routine,0,15.0,0.067,120.41
16,2,16.28,1,Radiology,afternoon,Tuesday,normal,moderate,1,8.0,0.062,180.84
5,1,11.33,0,Emergency,evening,Friday,normal,routine,0,5.0,0.0,58.9
24,3,11.79,1,General Medicine,afternoon,Saturday,urgent,routine,0,8.0,0.042,79.75
20,3,17.9,0,Orthopedics,evening,Tuesday,normal,routine,0,6.67,0.0,108.1
16,4,16.67,0,Cardiology,night,Saturday,urgent,routine,0,4.0,0.0,60.04
29,5,9.84,0,Dermatology,evening,Thursday,normal,moderate,0,5.8,0.0,54.3
35,3,18.78,0,Neurology,afternoon,Friday,normal,routine,1,11.67,0.0,247.46
30,2,26.87,0,Psychiatry,afternoon,Wednesday,normal,moderate,1,15.0,0.0,482.71
5,4,24.77,0,Orthopedics,afternoon,Saturday,normal,complex,0,1.25,0.0,34.29
32,4,11.27,0,Ophthalmology,afternoon,Friday,urgent,routine,1,8.0,0.0,95.35
18,4,18.04,0,Orthopedics,morning,Friday,normal,moderate,1,4.5,0.0,106.12
36,4,10.39,1,Ophthalmology,afternoon,Monday,normal,routine,1,9.0,0.028,117.11
34,4,14.58,0,Pediatrics,morning,Wednesday,normal,moderate,1,8.5,0.0,149.88
8,1,15.17,0,Gynecology,night,Monday,urgent,moderate,0,8.0,0.0,101.23
8,3,6.81,0,Dermatology,afternoon,Thursday,urgent,routine,1,2.67,0.0,17.44
18,3,9.6,1,Orthopedics,morning,Monday,normal,routine,1,6.0,0.056,75.83
12,2,9.7,0,ENT,morning,Thursday,normal,routine,1,6.0,0.0,79.75
27,4,5.0,0,General Medicine,afternoon,Friday,normal,routine,1,6.75,0.0,41.12
16,1,12.96,0,Gynecology,evening,Tuesday,normal,routine,0,16.0,0.0,213.54
21,3,8.49,0,Dermatology,evening,Sunday,urgent,routine,0,7.0,0.0,59.84
27,4,12.09,0,Emergency,evening,Wednesday,urgent,routine,0,6.75,0.0,78.12
13,1,20.57,0,Gynecology,afternoon,Saturday,normal,complex,0,13.0,0.0,272.28
18,5,18.49,0,Neurology,morning,Tuesday,urgent,routine,1,3.6,0.0,67.74
5,5,20.24,0,Neurology,night,Saturday,normal,moderate,0,1.0,0.0,19.14
23,2,12.23,0,Ophthalmology,afternoon,Thursday,urgent,moderate,1,11.5,0.0,154.53
24,3,12.69,0,Cardiology,afternoon,Tuesday,normal,routine,1,8.0,0.0,120.92
28,2,27.72,0,Psychiatry,afternoon,Monday,urgent,moderate,1,14.0,0.0,417.56
16,5,14.4,0,Orthopedics,afternoon,Saturday,normal,routine,0,3.2,0.0,41.93
33,1,7.45,1,Pediatrics,afternoon,Wednesday,normal,routine,1,33.0,0.03,325.4
1,4,11.2,0,Radiology,evening,Monday,normal,routine,0,0.25,0.0,2.66
15,2,17.23,1,Cardiology,morning,Thursday,urgent,moderate,1,7.5,0.067,145.03
12,3,23.28,0,Cardiology,morning,Tuesday,normal,complex,1,4.0,0.0,109.58
4,3,12.94,0,Emergency,night,Saturday,normal,routine,0,1.33,0.0,19.94
28,3,9.04,0,Pediatrics,afternoon,Sunday,normal,routine,0,9.33,0.0,85.91
27,1,11.17,0,Radiology,morning,Wednesday,urgent,routine,1,27.0,0.0,248.28
26,2,13.11,0,Ophthalmology,morning,Monday,urgent,moderate,1,13.0,0.0,201.22
12,4,14.94,0,Gynecology,evening,Wednesday,normal,moderate,0,3.0,0.0,43.68
30,1,9.94,0,Emergency,morning,Tuesday,normal,routine,1,30.0,0.0,371.83
35,1,10.09,0,Ophthalmology,morning,Thursday,normal,routine,1,35.0,0.0,434.02
10,2,10.44,1,General Medicine,evening,Thursday,normal,moderate,0,5.0,0.1,56.13
18,5,9.39,1,General Medicine,morning,Monday,normal,routine,1,3.6,0.056,50.82
8,3,14.6,0,Neurology,evening,Thursday,normal,routine,0,2.67,0.0,41.3
20,5,9.27,0,Orthopedics,morning,Monday,normal,routine,1,4.0,0.0,49.4
17,1,10.66,0,General Medicine,evening,Monday,urgent,moderate,0,17.0,0.0,141.74
32,5,10.93,0,Emergency,afternoon,Tuesday,normal,routine,1,6.4,0.0,88.73
24,3,5.56,0,Dermatology,afternoon,Monday,normal,routine,1,8.0,0.0,52.88
4,4,22.41,0,Neurology,evening,Monday,normal,moderate,0,1.0,0.0,23.17
14,2,16.5,0,Cardiology,night,Sunday,normal,moderate,0,7.0,0.0,111.81
2,5,23.51,0,Psychiatry,morning,Saturday,normal,routine,0,0.4,0.0,9.42
29,2,11.46,0,Gynecology,morning,Saturday,normal,routine,0,14.5,0.0,158.15
23,5,18.06,0,Orthopedics,evening,Wednesday,normal,moderate,0,4.6,0.0,80.6
10,5,12.31,0,Emergency,morning,Saturday,normal,routine,0,2.0,0.0,26.56
19,1,9.52,2,Ophthalmology,morning,Sunday,emergency,routine,0,19.0,0.105,113.85
20,3,20.96,0,Cardiology,afternoon,Friday,normal,complex,1,6.67,0.0,167.69
34,1,14.99,0,Gynecology,morning,Thursday,normal,routine,1,34.0,0.0,617.76
26,3,11.27,0,Ophthalmology,morning,Wednesday,normal,routine,1,8.67,0.0,118.13
25,4,15.42,1,Emergency,night,Monday,normal,moderate,0,6.25,0.04,93.4
25,4,16.69,0,Neurology,afternoon,Monday,normal,routine,1,6.25,0.0,129.76
17,4,15.29,0,Orthopedics,morning,Thursday,normal,moderate,1,4.25,0.0,76.75
5,4,5.0,0,ENT,night,Monday,normal,routine,0,1.25,0.0,6.06
16,5,15.08,0,Neurology,afternoon,Friday,normal,routine,1,3.2,0.0,57.65
30,5,9.56,1,Pediatrics,afternoon,Monday,normal,moderate,1,6.0,0.033,72.03
33,1,13.09,0,Pediatrics,morning,Monday,normal,moderate,1,33.0,0.0,611.68
7,2,22.21,2,Emergency,evening,Tuesday,normal,complex,0,3.5,0.286,106.88
34,3,17.63,1,Gynecology,afternoon,Thursday,emergency,moderate,1,11.33,0.029,100.26
7,4,6.61,0,Dermatology,night,Friday,urgent,routine,0,1.75,0.0,8.29
10,2,26.72,0,Psychiatry,night,Tuesday,normal,moderate,0,5.0,0.0,130.57
22,1,15.54,1,Orthopedics,evening,Saturday,normal,moderate,0,22.0,0.045,340.19
15,2,12.78,0,Ophthalmology,evening,Tuesday,normal,moderate,0,7.5,0.0,93.74
24,2,13.16,0,Orthopedics,morning,Friday,normal,routine,1,12.0,0.0,193.53
16,4,14.33,0,Gynecology,morning,Monday,normal,routine,1,4.0,0.0,74.01
10,5,14.26,0,Orthopedics,morning,Saturday,normal,routine,0,2.0,0.0,27.97
4,5,17.21,2,Radiology,morning,Saturday,emergency,moderate,0,0.8,0.5,16.77
13,5,12.52,0,Orthopedics,afternoon,Tuesday,urgent,routine,1,2.6,0.0,34.72
17,4,7.98,0,Emergency,evening,Saturday,urgent,routine,0,4.25,0.0,28.78
28,1,22.34,0,Psychiatry,afternoon,Friday,urgent,routine,1,28.0,0.0,671.35
13,2,26.34,0,Psychiatry,evening,Saturday,normal,moderate,0,6.5,0.0,168.31
39,3,14.63,1,Pediatrics,morning,Monday,urgent,complex,1,13.0,0.026,225.23
8,3,12.42,1,Cardiology,afternoon,Friday,normal,routine,1,2.67,0.125,50.09
13,3,13.17,0,Pediatrics,evening,Friday,urgent,routine,0,4.33,0.0,43.88
37,3,10.29,0,Emergency,morning,Tuesday,normal,routine,1,12.33,0.0,159.56
26,3,16.0,1,Neurology,evening,Sunday,normal,routine,0,8.67,0.038,140.09
30,3,14.8,1,Emergency,morning,Tuesday,normal,moderate,1,10.0,0.033,208.03
29,1,16.19,0,Neurology,night,Monday,normal,routine,0,29.0,0.0,482.71
23,5,13.82,0,Cardiology,evening,Tuesday,normal,routine,0,4.6,0.0,65.31
24,4,9.69,0,Emergency,afternoon,Monday,normal,routine,1,6.0,0.0,64.85
26,4,13.96,0,ENT,night,Monday,normal,moderate,0,6.5,0.0,86.52
18,5,17.22,1,Cardiology,night,Monday,normal,moderate,0,3.6,0.056,68.12
13,1,7.31,1,Radiology,morning,Friday,normal,routine,1,13.0,0.077,130.31
25,1,19.95,0,Neurology,morning,Thursday,normal,routine,1,25.0,0.0,568.0
10,3,14.39,1,Cardiology,afternoon,Tuesday,normal,routine,1,3.33,0.1,68.58
8,4,19.27,0,Cardiology,morning,Sunday,normal,routine,0,2.0,0.0,40.17
7,3,6.94,1,General Medicine,morning,Saturday,normal,moderate,0,2.33,0.143,20.78
28,3,11.79,0,Orthopedics,afternoon,Wednesday,normal,routine,1,9.33,0.0,136.82
22,2,9.39,0,Ophthalmology,afternoon,Tuesday,normal,routine,1,11.0,0.0,128.88
9,1,20.29,0,Psychiatry,night,Thursday,normal,routine,0,9.0,0.0,173.65
27,5,9.04,0,Ophthalmology,morning,Saturday,normal,routine,0,5.4,0.0,43.94
20,2,16.3,0,Emergency,afternoon,Saturday,emergency,moderate,0,10.0,0.0,75.88
9,2,15.18,2,Neurology,night,Thursday,emergency,routine,0,4.5,0.222,42.46
31,1,33.15,1,Psychiatry,afternoon,Wednesday,normal,complex,1,31.0,0.032,1346.46
11,5,9.3,2,Dermatology,night,Friday,emergency,routine,0,2.2,0.182,13.68
23,2,13.06,1,Gynecology,afternoon,Monday,normal,routine,1,11.5,0.043,196.55
16,2,8.63,0,Dermatology,afternoon,Tuesday,normal,routine,1,8.0,0.0,86.04
24,2,17.61,1,Orthopedics,afternoon,Thursday,urgent,routine,1,12.0,0.042,230.91
28,4,20.68,1,Psychiatry,night,Tuesday,urgent,routine,0,7.0,0.036,135.1
23,5,16.56,0,Cardiology,night,Saturday,normal,routine,0,4.6,0.0,80.05
9,1,16.15,0,ENT,morning,Sunday,urgent,complex,0,9.0,0.0,112.87
34,1,17.87,0,Psychiatry,afternoon,Wednesday,normal,routine,1,34.0,0.0,724.89
27,4,9.71,0,ENT,evening,Monday,normal,moderate,0,6.75,0.0,73.53
22,5,6.14,0,General Medicine,evening,Thursday,normal,routine,0,4.4,0.0,28.26
17,5,13.27,1,Ophthalmology,morning,Wednesday,normal,moderate,1,3.4,0.059,60.02
9,3,5.89,0,ENT,morning,Friday,normal,routine,1,3.0,0.0,22.06
9,3,12.23,0,Orthopedics,night,Thursday,urgent,routine,0,3.0,0.0,30.01
19,2,5.02,0,ENT,morning,Tuesday,normal,routine,1,9.5,0.0,59.99
26,1,9.27,0,Radiology,morning,Wednesday,normal,routine,1,26.0,0.0,277.96
29,2,14.25,2,Gynecology,night,Wednesday,normal,moderate,0,14.5,0.069,237.58
12,3,8.0,0,ENT,afternoon,Tuesday,normal,routine,1,4.0,0.0,42.95
23,4,12.12,2,Radiology,afternoon,Saturday,normal,routine,0,5.75,0.087,82.85
23,4,17.35,0,Ophthalmology,evening,Friday,normal,complex,0,5.75,0.0,103.64
12,4,11.02,0,Radiology,morning,Wednesday,normal,routine,1,3.0,0.0,40.74
19,1,10.27,0,ENT,evening,Friday,normal,moderate,0,19.0,0.0,202.28
24,5,20.47,1,Neurology,morning,Tuesday,urgent,moderate,1,4.8,0.042,118.6
26,3,7.97,0,ENT,morning,Saturday,normal,routine,0,8.67,0.0,68.37
7,3,9.28,3,General Medicine,evening,Tuesday,emergency,moderate,0,2.33,0.429,18.09
1,3,13.01,0,Emergency,morning,Saturday,normal,routine,0,0.33,0.0,4.17
12,1,8.47,2,Ophthalmology,afternoon,Tuesday,normal,routine,1,12.0,0.167,118.14
25,2,13.23,0,Cardiology,morning,Monday,normal,routine,1,12.5,0.0,213.65
20,5,25.43,0,Neurology,afternoon,Saturday,normal,complex,0,4.0,0.0,102.58
22,3,14.99,0,Orthopedics,afternoon,Saturday,normal,routine,0,7.33,0.0,124.91
22,2,14.59,0,Pediatrics,afternoon,Friday,normal,moderate,1,11.0,0.0,210.83
5,1,15.39,0,Cardiology,night,Wednesday,urgent,routine,0,5.0,0.0,83.17
7,2,9.93,0,Emergency,evening,Monday,normal,routine,0,3.5,0.0,37.83
38,4,14.53,0,Orthopedics,morning,Friday,normal,routine,1,9.5,0.0,163.49
22,5,8.62,1,ENT,morning,Wednesday,urgent,routine,1,4.4,0.045,46.2
21,2,21.5,1,Emergency,morning,Friday,normal,complex,1,10.5,0.048,266.22
15,3,12.95,0,Cardiology,night,Monday,normal,routine,0,5.0,0.0,70.08
22,3,5.0,1,ENT,morning,Sunday,emergency,routine,0,7.33,0.045,15.98
16,1,9.91,0,Emergency,night,Friday,normal,routine,0,16.0,0.0,143.76
12,1,12.97,1,Gynecology,evening,Saturday,normal,routine,0,12.0,0.083,156.3
27,4,19.34,0,Emergency,morning,Sunday,normal,moderate,0,6.75,0.0,131.26
13,5,19.37,0,Ophthalmology,afternoon,Monday,urgent,complex,1,2.6,0.0,44.5
16,4,5.01,1,Dermatology,afternoon,Friday,normal,routine,1,4.0,0.062,28.87
24,2,9.59,0,General Medicine,afternoon,Friday,normal,routine,1,12.0,0.0,148.06
26,5,19.24,0,Psychiatry,night,Monday,urgent,routine,0,5.2,0.0,82.39
20,3,18.27,0,Gynecology,afternoon,Friday,urgent,moderate,1,6.67,0.0,115.56
17,4,5.44,0,Dermatology,afternoon,Saturday,normal,routine,0,4.25,0.0,21.21
20,1,15.52,0,Radiology,afternoon,Friday,normal,moderate,1,20.0,0.0,329.69
25,2,9.14,0,Gynecology,evening,Monday,normal,routine,0,12.5,0.0,116.31
4,1,17.75,0,Cardiology,morning,Saturday,normal,routine,0,4.0,0.0,80.2
17,5,11.61,0,Ophthalmology,evening,Thursday,urgent,routine,0,3.4,0.0,28.47
36,4,24.21,0,Cardiology,afternoon,Friday,normal,complex,1,9.0,0.0,266.35
40,1,37.22,0,Psychiatry,afternoon,Tuesday,normal,complex,1,40.0,0.0,1910.64
24,1,20.81,0,Neurology,afternoon,Saturday,normal,moderate,0,24.0,0.0,539.56
22,5,12.34,0,Pediatrics,evening,Thursday,normal,routine,0,4.4,0.0,50.19
28,1,12.02,0,Ophthalmology,afternoon,Wednesday,normal,routine,1,28.0,0.0,397.92
17,4,13.72,0,Pediatrics,morning,Sunday,normal,complex,0,4.25,0.0,62.28
9,2,14.92,0,Orthopedics,evening,Thursday,normal,routine,0,4.5,0.0,69.63
4,2,9.86,1,Radiology,evening,Saturday,emergency,routine,0,2.0,0.25,12.63
19,3,6.29,0,Pediatrics,morning,Tuesday,urgent,routine,1,6.33,0.0,43.59
35,3,12.37,0,General Medicine,morning,Friday,urgent,routine,1,11.67,0.0,159.9
31,2,13.8,0,Emergency,morning,Monday,normal,routine,1,15.5,0.0,248.91
10,1,18.27,0,Emergency,afternoon,Tuesday,normal,moderate,1,10.0,0.0,243.11
6,2,15.3,0,Gynecology,night,Friday,urgent,moderate,0,3.0,0.0,38.98
29,2,9.89,0,Radiology,afternoon,Thursday,normal,routine,1,14.5,0.0,194.52
24,4,14.37,0,Emergency,evening,Friday,normal,routine,0,6.0,0.0,80.28
19,1,14.36,0,Emergency,night,Tuesday,urgent,routine,0,19.0,0.0,205.77
30,3,10.39,1,General Medicine,afternoon,Thursday,normal,routine,1,10.0,0.033,135.08
36,2,12.36,0,Ophthalmology,morning,Wednesday,urgent,routine,1,18.0,0.0,232.51
28,5,16.19,0,Orthopedics,morning,Wednesday,normal,moderate,1,5.6,0.0,111.04
9,2,12.72,2,Radiology,morning,Wednesday,emergency,moderate,1,4.5,0.222,48.29
12,1,13.53,0,Neurology,evening,Tuesday,normal,routine,0,12.0,0.0,164.6
18,2,11.79,0,Emergency,morning,Tuesday,urgent,routine,1,9.0,0.0,116.09
16,4,15.2,0,Emergency,evening,Monday,normal,moderate,0,4.0,0.0,67.73
29,2,6.07,0,General Medicine,afternoon,Tuesday,normal,routine,1,14.5,0.0,121.82
26,3,15.97,1,Neurology,morning,Tuesday,urgent,routine,1,8.67,0.038,156.98
4,5,16.62,0,Cardiology,night,Tuesday,normal,routine,0,0.8,0.0,13.06
11,3,11.8,1,Cardiology,morning,Thursday,urgent,routine,1,3.67,0.091,57.17
33,5,11.97,0,Ophthalmology,afternoon,Thursday,normal,moderate,1,6.6,0.0,92.04
36,4,27.41,1,Neurology,morning,Tuesday,emergency,complex,1,9.0,0.028,189.53
14,1,7.24,0,General Medicine,morning,Sunday,normal,routine,0,14.0,0.0,96.94
29,2,14.37,0,Radiology,morning,Monday,normal,routine,1,14.5,0.0,277.1
36,1,11.78,0,Emergency,morning,Tuesday,normal,routine,1,36.0,0.0,516.86
29,2,7.74,1,ENT,morning,Thursday,urgent,routine,1,14.5,0.034,133.25
28,2,14.22,0,Radiology,afternoon,Friday,normal,moderate,1,14.0,0.0,255.59
27,1,10.1,2,Emergency,afternoon,Monday,emergency,routine,1,27.0,0.074,163.53
29,4,5.04,0,Pediatrics,morning,Friday,normal,routine,1,7.25,0.0,44.21
21,3,12.47,0,Dermatology,night,Wednesday,normal,complex,0,7.0,0.0,89.94
41,4,7.68,0,General Medicine,morning,Monday,normal,routine,1,10.25,0.0,104.3
27,2,24.63,1,Cardiology,night,Tuesday,normal,complex,0,13.5,0.037,328.05
19,5,12.22,2,Gynecology,night,Monday,normal,routine,0,3.8,0.105,56.33
26,4,13.6,0,Gynecology,afternoon,Friday,normal,routine,1,6.5,0.0,97.32
10,2,9.51,2,Dermatology,evening,Thursday,emergency,moderate,0,5.0,0.2,26.9
7,1,15.6,0,Pediatrics,evening,Tuesday,urgent,complex,0,7.0,0.0,91.51
24,1,11.15,0,ENT,evening,Thursday,emergency,moderate,0,24.0,0.0,88.88
21,1,20.99,0,Psychiatry,morning,Friday,normal,routine,1,21.0,0.0,548.85
7,2,15.48,0,Psychiatry,evening,Thursday,urgent,routine,0,3.5,0.0,42.14
4,4,16.22,1,Psychiatry,evening,Monday,normal,routine,0,1.0,0.25,23.56
27,4,20.16,0,Psychiatry,morning,Tuesday,normal,routine,1,6.75,0.0,171.9
26,4,12.32,0,Ophthalmology,morning,Sunday,normal,routine,0,6.5,0.0,86.31
33,5,10.72,0,Radiology,afternoon,Wednesday,normal,routine,1,6.6,0.0,95.28
16,5,13.89,0,Neurology,night,Friday,normal,routine,0,3.2,0.0,44.9
27,1,6.58,0,Dermatology,evening,Tuesday,urgent,moderate,0,27.0,0.0,121.15
14,5,7.21,0,General Medicine,morning,Tuesday,normal,routine,1,2.8,0.0,24.95
26,3,10.81,0,Gynecology,night,Friday,normal,routine,0,8.67,0.0,100.43
21,1,7.38,0,Ophthalmology,night,Saturday,urgent,routine,0,21.0,0.0,107.38
18,2,17.67,0,Neurology,afternoon,Tuesday,normal,moderate,1,9.0,0.0,197.71
18,4,12.81,1,Gynecology,morning,Thursday,normal,routine,1,4.5,0.056,83.35
29,4,25.81,0,Psychiatry,afternoon,Tuesday,urgent,moderate,1,7.25,0.0,230.19
29,2,8.38,0,General Medicine,morning,Thursday,normal,routine,1,14.5,0.0,143.25
21,4,11.67,1,Orthopedics,night,Thursday,normal,routine,0,5.25,0.048,68.05
15,3,15.74,1,Ophthalmology,afternoon,Tuesday,normal,moderate,1,5.0,0.067,110.57
30,2,11.7,3,Ophthalmology,afternoon,Thursday,emergency,moderate,1,15.0,0.1,107.11
27,2,11.66,1,Pediatrics,evening,Sunday,normal,routine,0,13.5,0.037,179.89
10,4,21.88,0,Neurology,afternoon,Tuesday,urgent,moderate,1,2.5,0.0,55.22
26,2,16.8,0,Ophthalmology,morning,Wednesday,normal,complex,1,13.0,0.0,234.22
15,5,10.86,0,Ophthalmology,evening,Thursday,normal,routine,0,3.0,0.0,30.71
26,2,10.12,1,ENT,night,Wednesday,urgent,moderate,0,13.0,0.038,121.38
24,5,14.05,0,General Medicine,evening,Tuesday,normal,moderate,0,4.8,0.0,74.47
23,4,11.74,0,Gynecology,morning,Friday,normal,routine,1,5.75,0.0,87.43
37,1,8.74,1,Emergency,morning,Thursday,urgent,routine,1,37.0,0.027,337.7
23,4,12.7,0,Radiology,afternoon,Friday,normal,routine,1,5.75,0.0,93.72
36,5,14.41,1,Cardiology,morning,Thursday,normal,routine,1,7.2,0.028,134.14
6,1,14.26,0,Orthopedics,morning,Friday,urgent,routine,1,6.0,0.0,86.58
38,1,14.01,1,Dermatology,morning,Tuesday,normal,complex,1,38.0,0.026,674.4
15,3,22.66,0,Psychiatry,afternoon,Tuesday,normal,moderate,1,5.0,0.0,130.8
7,3,9.57,0,Ophthalmology,morning,Sunday,urgent,routine,0,2.33,0.0,19.46
28,4,14.67,1,Orthopedics,night,Monday,emergency,routine,0,7.0,0.036,39.91
29,5,9.02,0,Ophthalmology,afternoon,Monday,normal,routine,1,5.8,0.0,69.93
36,5,12.34,0,Gynecology,afternoon,Tuesday,normal,routine,1,7.2,0.0,117.74
8,3,10.19,0,Gynecology,afternoon,Tuesday,normal,routine,1,2.67,0.0,32.38
3,4,20.26,1,Psychiatry,night,Wednesday,normal,routine,0,0.75,0.333,25.19
35,5,13.75,0,Gynecology,afternoon,Wednesday,urgent,routine,1,7.0,0.0,94.8
25,3,8.51,0,Pediatrics,afternoon,Monday,urgent,routine,1,8.33,0.0,77.83
36,1,12.9,1,Ophthalmology,morning,Friday,normal,routine,1,36.0,0.028,589.28
18,3,15.38,0,Emergency,night,Tuesday,normal,moderate,0,6.0,0.0,90.51
3,4,15.53,0,Orthopedics,night,Thursday,normal,routine,0,0.75,0.0,12.46
37,2,10.83,1,Orthopedics,morning,Tuesday,normal,routine,1,18.5,0.027,257.14
6,5,17.38,1,Emergency,afternoon,Sunday,normal,moderate,0,1.2,0.167,30.99
31,4,21.37,0,Psychiatry,afternoon,Wednesday,normal,routine,1,7.75,0.0,195.93
19,1,11.31,1,Radiology,afternoon,Saturday,emergency,routine,0,19.0,0.053,119.17
8,1,17.69,1,Psychiatry,afternoon,Thursday,normal,routine,1,8.0,0.125,183.2
33,5,8.23,0,ENT,morning,Thursday,urgent,routine,1,6.6,0.0,56.6
27,1,9.59,1,General Medicine,afternoon,Wednesday,emergency,routine,1,27.0,0.037,195.18
14,2,13.8,0,Cardiology,afternoon,Tuesday,urgent,routine,1,7.0,0.0,109.82
17,3,11.2,0,ENT,morning,Thursday,normal,moderate,1,5.67,0.0,81.33
26,1,18.49,0,Orthopedics,morning,Wednesday,normal,moderate,1,26.0,0.0,600.03
16,5,12.8,0,Radiology,afternoon,Saturday,normal,routine,0,3.2,0.0,44.65
24,2,27.41,0,Neurology,afternoon,Monday,normal,complex,1,12.0,0.0,418.3
18,2,15.84,0,Neurology,evening,Friday,normal,routine,0,9.0,0.0,143.45
20,2,11.03,1,Dermatology,evening,Wednesday,urgent,complex,0,10.0,0.05,103.7
17,3,15.75,2,Emergency,night,Monday,emergency,routine,0,5.67,0.118,59.47
27,1,5.0,0,General Medicine,night,Thursday,normal,routine,0,27.0,0.0,146.39
31,2,7.7,1,Pediatrics,afternoon,Wednesday,normal,routine,1,15.5,0.032,143.93
32,1,22.55,0,Neurology,afternoon,Monday,urgent,moderate,1,32.0,0.0,851.37
36,5,12.53,1,Dermatology,morning,Friday,urgent,complex,1,7.2,0.028,94.65
14,1,9.14,0,Radiology,evening,Tuesday,normal,routine,0,14.0,0.0,126.75
26,4,10.79,0,Dermatology,morning,Thursday,normal,moderate,1,6.5,0.0,89.86
32,3,14.51,0,Cardiology,afternoon,Wednesday,normal,routine,1,10.67,0.0,207.14
20,5,26.67,1,Cardiology,evening,Sunday,normal,complex,0,4.0,0.05,115.19
19,1,9.82,1,Cardiology,evening,Wednesday,normal,routine,0,19.0,0.053,188.94
29,5,13.12,0,Pediatrics,night,Friday,normal,moderate,0,5.8,0.0,64.24
19,1,6.52,0,ENT,morning,Tuesday,normal,routine,1,19.0,0.0,161.36
5,1,8.87,1,Radiology,evening,Tuesday,normal,routine,0,5.0,0.2,57.21
29,3,13.03,0,Gynecology,morning,Saturday,normal,moderate,0,9.67,0.0,127.15
18,4,5.0,3,Ophthalmology,morning,Sunday,emergency,routine,0,4.5,0.167,14.24
16,3,5.0,1,ENT,morning,Friday,normal,routine,1,5.33,0.062,36.66
32,3,17.64,0,Radiology,afternoon,Thursday,normal,moderate,1,10.67,0.0,249.85
17,3,13.04,1,Emergency,afternoon,Friday,normal,routine,1,5.67,0.059,94.72
17,5,17.63,0,Neurology,morning,Monday,normal,routine,1,3.4,0.0,74.88
19,1,11.93,0,Orthopedics,evening,Saturday,normal,routine,0,19.0,0.0,229.44
13,4,24.32,0,Psychiatry,morning,Saturday,normal,moderate,0,3.25,0.0,81.77
34,3,7.11,0,Dermatology,morning,Wednesday,normal,routine,1,11.33,0.0,106.94
28,2,10.67,0,Ophthalmology,morning,Sunday,normal,routine,0,14.0,0.0,157.44
34,2,7.2,1,Pediatrics,afternoon,Friday,urgent,routine,1,17.0,0.029,139.73
25,2,12.48,0,Dermatology,morning,Thursday,normal,complex,1,12.5,0.0,205.61
7,5,11.73,0,Ophthalmology,night,Monday,normal,routine,0,1.4,0.0,17.49
30,1,15.19,0,Orthopedics,morning,Tuesday,normal,routine,1,30.0,0.0,489.84
5,3,10.23,0,Radiology,evening,Saturday,normal,routine,0,1.67,0.0,18.25
16,1,12.16,1,Radiology,afternoon,Wednesday,urgent,routine,1,16.0,0.062,233.37
1,3,16.12,0,Cardiology,evening,Tuesday,urgent,routine,0,0.33,0.0,4.65
22,5,10.02,0,ENT,night,Wednesday,normal,routine,0,4.4,0.0,39.82
27,3,7.34,0,ENT,afternoon,Monday,normal,routine,1,9.0,0.0,82.57
35,4,13.55,0,Orthopedics,afternoon,Friday,normal,routine,1,8.75,0.0,135.39
33,1,13.84,0,Ophthalmology,afternoon,Monday,normal,routine,1,33.0,0.0,547.05
30,3,13.62,0,Gynecology,afternoon,Wednesday,normal,routine,1,10.0,0.0,160.96
21,3,10.18,0,ENT,afternoon,Friday,urgent,moderate,1,7.0,0.0,82.69
7,3,11.02,0,Dermatology,morning,Sunday,normal,moderate,0,2.33,0.0,25.99
